1,1,293,72,1463
2,1,165,314,1318
2,2,168,312,1323
2,3,179,303,1328
2,4,183,300,1333
2,5,189,294,1338
2,6,193,289,1343
2,7,196,285,1348
2,8,200,282,1353
2,9,204,280,1358
2,10,209,274,1363
2,11,215,270,1368
2,12,219,265,1373
2,13,228,258,1378
2,14,235,251,1383
2,15,243,244,1388
2,16,249,240,1393
2,17,253,237,1398
2,18,259,232,1403
2,19,263,230,1408
2,20,269,221,1413
2,21,283,207,1418
2,22,284,194,1423
2,23,294,182,1428
2,24,300,168,1433
2,25,307,155,1438
2,26,304,136,1443
2,27,304,120,1448
2,28,299,102,1453
2,29,295,92,1458
