1,1,319.8333333,207.8333333,766
2,1,275.8333333,264.1666667,616
2,2,275.8333333,263.5,621
2,3,275.1666667,261.5,626
2,4,275.1666667,258.8333333,631
2,5,275.1666667,256.8333333,636
2,6,275.1666667,253.5,641
2,7,275.1666667,251.5,646
2,8,275.1666667,248.8333333,651
2,9,275.1666667,247.8333333,656
2,10,277.1666667,245.5,661
2,11,279.5,242.1666667,666
2,12,281.1666667,240.5,671
2,13,284.5,237.8333333,676
2,14,287.1666667,234.5,681
2,15,287.8333333,233.5,686
2,16,289.5,232.5,691
2,17,292.5,228.8333333,696
2,18,293.8333333,228.8333333,701
2,19,295.5,228.1666667,706
2,20,297.8333333,226.5,711
2,21,299.8333333,224.5,716
2,22,302.8333333,221.5,721
2,23,304.5,220.5,726
2,24,307.1666667,218.1666667,731
2,25,310.5,216.1666667,736
2,26,313.1666667,213.1666667,741
2,27,314.8333333,212.1666667,746
2,28,314.8333333,212.1666667,751
