1,1,298,79,1472
2,1,165,314,1177
2,2,169,314,1182
2,3,181,311,1187
2,4,190,310,1192
2,5,194,313,1197
2,6,203,315,1202
2,7,209,315,1207
2,8,211,319,1212
2,9,210,323,1217
2,10,209,324,1222
2,11,209,326,1227
2,12,209,328,1232
2,13,209,330,1237
2,14,207,332,1242
2,15,202,332,1247
2,16,198,332,1252
2,17,193,332,1257
2,18,190,326,1262
2,19,183,322,1267
2,20,180,316,1272
2,21,174,316,1277
2,22,169,311,1282
2,23,168,303,1287
2,24,175,301,1292
2,25,182,296,1297
2,26,189,294,1302
2,27,197,290,1307
2,28,200,290,1312
2,29,215,295,1317
2,30,219,292,1322
2,31,233,292,1327
2,32,240,294,1332
2,33,248,295,1337
2,34,260,295,1342
2,35,266,289,1347
2,36,276,278,1352
2,37,276,274,1357
2,38,276,265,1362
2,39,276,264,1367
2,40,273,258,1372
2,41,276,256,1377
2,42,275,251,1382
2,43,278,242,1387
2,44,277,238,1392
2,45,281,234,1397
2,46,281,230,1402
2,47,294,224,1407
2,48,314,220,1412
2,49,322,213,1417
2,50,335,199,1422
2,51,335,186,1427
2,52,329,176,1432
2,53,327,166,1437
2,54,319,159,1442
2,55,311,152,1447
2,56,301,135,1452
2,57,299,124,1457
2,58,299,108,1462
2,59,298,98,1467
