1,1,291,69,11056
2,1,164,304,10601
2,2,167,305,10606
2,3,176,308,10611
2,4,186,307,10616
2,5,192,309,10621
2,6,195,312,10626
2,7,204,314,10631
2,8,209,316,10636
2,9,212,318,10641
2,10,217,320,10646
2,11,223,322,10651
2,12,225,327,10656
2,13,229,331,10661
2,14,232,332,10666
2,15,233,334,10671
2,16,241,334,10676
2,17,244,334,10681
2,18,251,334,10686
2,19,258,335,10691
2,20,263,336,10696
2,21,267,334,10701
2,22,269,334,10706
2,23,273,334,10711
2,24,276,334,10716
2,25,279,334,10721
2,26,279,333,10726
2,27,285,334,10731
2,28,292,334,10736
2,29,299,340,10741
2,30,301,340,10746
2,31,305,339,10751
2,32,309,338,10756
2,33,313,338,10761
2,34,313,334,10766
2,35,314,330,10771
2,36,319,327,10776
2,37,322,323,10781
2,38,325,321,10786
2,39,325,318,10791
2,40,327,314,10796
2,41,330,312,10801
2,42,329,309,10806
2,43,325,305,10811
2,44,322,301,10816
2,45,318,294,10821
2,46,314,290,10826
2,47,311,284,10831
2,48,309,279,10836
2,49,302,272,10841
2,50,300,268,10846
2,51,298,264,10851
2,52,298,260,10856
2,53,295,254,10861
2,54,295,249,10866
2,55,295,241,10871
2,56,295,231,10876
2,57,294,226,10881
2,58,289,222,10886
2,59,285,222,10891
2,60,278,222,10896
2,61,277,220,10901
2,62,277,218,10906
2,63,275,214,10911
2,64,275,207,10916
2,65,271,203,10921
2,66,266,196,10926
2,67,262,194,10931
2,68,256,191,10936
2,69,249,187,10941
2,70,248,185,10946
2,71,245,179,10951
2,72,245,172,10956
2,73,245,166,10961
2,74,245,162,10966
2,75,245,154,10971
2,76,240,148,10976
2,77,235,142,10981
2,78,238,135,10986
2,79,238,132,10991
2,80,237,129,10996
2,81,237,124,11001
2,82,237,122,11006
2,83,241,120,11011
2,84,245,119,11016
2,85,249,119,11021
2,86,257,114,11026
2,87,263,109,11031
2,88,268,104,11036
2,89,277,103,11041
2,90,283,101,11046
2,91,291,96,11051
