1,1,323.8333333,194.8333333,1764
2,1,287.1666667,259.1666667,1599
2,2,287.1666667,259.1666667,1604
2,3,289.1666667,259.1666667,1609
2,4,289.8333333,259.8333333,1614
2,5,292.5,260.5,1619
2,6,293.8333333,260.5,1624
2,7,295.1666667,260.5,1629
2,8,296.5,260.5,1634
2,9,298.5,259.8333333,1639
2,10,299.1666667,259.8333333,1644
2,11,302.5,259.1666667,1649
2,12,305.1666667,257.1666667,1654
2,13,308.5,253.1666667,1659
2,14,309.8333333,250.5,1664
2,15,312.5,246.5,1669
2,16,315.1666667,241.8333333,1674
2,17,319.1666667,236.5,1679
2,18,321.8333333,233.1666667,1684
2,19,324.5,230.5,1689
2,20,324.5,227.8333333,1694
2,21,325.1666667,224.5,1699
2,22,325.8333333,221.8333333,1704
2,23,327.1666667,217.8333333,1709
2,24,328.5,214.5,1714
2,25,328.5,213.1666667,1719
2,26,329.8333333,210.5,1724
2,27,329.8333333,209.8333333,1729
2,28,329.8333333,207.8333333,1734
2,29,329.1666667,205.8333333,1739
2,30,327.8333333,204.5,1744
2,31,325.8333333,201.1666667,1749
2,32,324.5,199.8333333,1754
2,33,323.8333333,199.8333333,1759
