1,1,357,109,693
2,1,270,228,288
2,2,270,229,293
2,3,273,229,298
2,4,275,230,303
2,5,275,230,308
2,6,275,230,313
2,7,278,230,318
2,8,278,230,323
2,9,278,230,328
2,10,278,230,333
2,11,278,230,338
2,12,278,230,343
2,13,278,230,348
2,14,278,230,353
2,15,278,230,358
2,16,278,230,363
2,17,278,230,368
2,18,283,233,373
2,19,283,233,378
2,20,283,233,383
2,21,283,233,388
2,22,283,233,393
2,23,283,233,398
2,24,286,233,403
2,25,286,233,408
2,26,287,232,413
2,27,289,232,418
2,28,289,232,423
2,29,290,232,428
2,30,290,232,433
2,31,290,232,438
2,32,290,232,443
2,33,290,232,448
2,34,290,232,453
2,35,290,232,458
2,36,290,232,463
2,37,290,232,468
2,38,293,233,473
2,39,294,233,478
2,40,297,231,483
2,41,301,231,488
2,42,301,231,493
2,43,306,231,498
2,44,306,229,503
2,45,308,225,508
2,46,309,224,513
2,47,312,223,518
2,48,312,218,523
2,49,312,213,528
2,50,313,212,533
2,51,317,207,538
2,52,319,207,543
2,53,322,205,548
2,54,324,202,553
2,55,326,202,558
2,56,324,200,563
2,57,326,194,568
2,58,329,192,573
2,59,329,189,578
2,60,332,187,583
2,61,332,182,588
2,62,332,178,593
2,63,336,177,598
2,64,336,174,603
2,65,337,172,608
2,66,335,170,613
2,67,337,164,618
2,68,337,156,623
2,69,338,154,628
2,70,341,148,633
2,71,341,145,638
2,72,344,143,643
2,73,343,140,648
2,74,346,137,653
2,75,346,131,658
2,76,347,131,663
2,77,350,128,668
2,78,350,127,673
2,79,352,125,678
2,80,352,122,683
2,81,354,121,688
